view,ClubType,Distance,Carry,LrDistanceOut,DirectionAngle,SpinBack,SpinSide,SpinAxis,BallSpeed,0-LOWER-ANGLE,0-SHOULDER-ANGLE,0-SPINE-ANGLE,0-STANCE-RATIO,0-UPPER-TILT,1-HEAD-LOC,1-HIP-LINE,1-HIP-ROTATION,1-HIP-SHIFTED,1-LEFT-ARM-ANGLE,1-RIGHT-ARM-ANGLE,1-SHOULDER-ANGLE,1-SHOULDER-LOC,1-SPINE-ANGLE,2-HEAD-LOC,2-HIP-ANGLE,2-HIP-LINE,2-HIP-ROTATION,2-HIP-SHIFTED,2-LEFT-ARM-ANGLE,2-SHOULDER-ANGLE,2-SHOULDER-LOC,2-UPPER-TILT,3-HEAD-LOC,3-HIP-ANGLE,3-HIP-LINE,3-HIP-ROTATION,3-HIP-SHIFTED,3-LEFT-LEG-ANGLE,3-RIGHT-ARM-ANGLE,3-RIGHT-DISTANCE,3-RIGHT-LEG-ANGLE,3-SHOULDER-ANGLE,3-SHOULDER-LOC,4-HEAD-LOC,4-HIP-ANGLE,4-HIP-HANGING-BACK,4-HIP-LINE,4-HIP-ROTATION,4-HIP-SHIFTED,4-RIGHT-ARM-ANGLE,4-RIGHT-ARMPIT-ANGLE,4-SHOULDER-HANGING-BACK,4-SPINE-ANGLE,5-HEAD-LOC,5-HIP-HANGING-BACK,5-HIP-LINE,5-HIP-SHIFTED,5-LEFT-ARM-ANGLE,5-LEFT-LEG-ANGLE,5-RIGHT-ARM-ANGLE,5-SHOULDER-ANGLE,5-SHOULDER-HANGING-BACK,5-SPINE-ANGLE,6-HEAD-LOC,6-HIP-ANGLE,6-HIP-LINE,6-HIP-SHIFTED,6-LEFT-ARM-ANGLE,6-RIGHT-LEG-ANGLE,6-SHOULDER-ANGLE,6-SPINE-ANGLE,6-WEIGHT-SHIFT,7-FINISH-ANGLE,7-HIP-ANGLE,7-HIP-LINE,7-HIP-SHIFTED,7-SHOULDER-ANGLE,7-SPINE-ANGLE
FACEON,I9,126.1,118,0,3,6659,-641,-5.498390673,45,,5.91,,0.95,0.55,-0.04,,5.51,0.05,76.11,161.81,,-5.08,,-0.26,,,0,-0.01,165.93,,5.58,0.6,-0.49,,,5.29,0,,,,180,,22.16,-0.34,,0.16,,11.1,0.13,,21.57,0.16,,-0.2,0.05,,0.53,158.43,,171.89,9.41,0,,-0.37,,,1.16,151.64,155.51,,,92.92,79.15,,,1.64,,
FACEON,I7,125.4,112.9,-3.6,-3.2,5055,264,2.989585776,44,,8.41,,1.26,0.8,0.01,,3.4,-0.15,180,180,,9.17,,-0.14,,,7.64,-0.4,165.93,,27.44,0.88,-0.12,,,7.35,-0.36,,,,168.52,,31.31,0.14,,0.43,,11.16,-0.01,,61.31,0.36,,0.05,0.15,,0.39,171.89,,129.05,16.16,0.12,,0.01,,,0.61,165.93,151.64,,,96.06,88.62,,,0.54,,
FACEON,W3,186.2,166,-2,1,2022,-230,-6.489431555,55.5,,7.79,,1.33,0.66,-0.4,,3.95,-0.66,168.52,165.93,,53.31,,-0.54,,,8.46,-0.73,171.89,,63.29,0.71,-0.74,,,3.95,-0.58,,,,154.16,,63.29,-0.33,,0.4,,3.95,-0.17,,41.41,0.53,,0.12,0.31,,0.23,168.52,,158.43,10.3,0.31,,0.18,,,0.36,156.93,163.74,,,91.07,90,,,0.77,,
FACEON,W1,184.6,174.5,-3.7,2.8,5625,-551,-5.594591559,58.8,,13.33,,1.33,0.51,0.17,,8.67,-0.46,171.89,161.81,,45.08,,0.1,,,14.26,-0.61,165.93,,53.57,0.8,0.25,,,9.95,-0.44,,,,160.05,,53.55,0.25,,0.29,,0.35,0.25,,23.07,0.46,,0.22,0.07,,0.89,171.89,,156.93,20.8,0.22,,0.22,,,1.03,163.74,152.87,,,96.96,90,,,0.85,,
FACEON,W1,160.5,138.9,-20.1,-2.6,2502,-893,-19.64221779,49,,10.77,,1.43,0.58,0.01,,4.24,-0.21,171.89,180,,36.64,,0.04,,,174.47,-0.14,168.52,,10.26,0.65,-0.42,,,0.11,-0.38,,,,180,,51.68,-0.26,,0.35,,0.53,-0.08,,40.54,0.55,,-0.15,0.26,,0.12,140.35,,121.33,21.31,0.33,,0.14,,,0.27,146.1,168.52,,,89.73,88.98,,,0.76,,
FACEON,W1,208,191.3,24,2.4,3450,660,10.83007954,58.4,,17.49,,1.68,0.56,-0.15,,9.09,-0.4,119.34,137.73,,47.04,,-0.49,,,3.38,-0.48,171.89,,65.62,0.73,-0.48,,,9.09,-0.61,,,,171.89,,67.6,-0.33,,0.4,,0.37,-0.33,,25.84,0.47,,-0.48,0.21,,0.08,180,,143.13,32.05,0.43,,-0.57,,,0.06,145.08,152.87,,,86.67,72.62,,,-0.14,,
FACEON,W1,199,185,3,1.5,3471,-60,-0.990321067,58.1,,13.34,,1.72,0.61,-0.12,,0,-0.07,163.74,171.89,,40.53,,-0.28,,,0,-0.16,180,,58.43,0.71,0.09,,,0,-0.47,,,,180,,42.9,-0.01,,0.27,,3.76,0.07,,16.26,0.38,,-0.07,0.19,,0.35,163.74,,160.05,26.44,0.3,,-0.04,,,0.53,171.89,165.93,,,93.16,70.68,,,0.65,,
FACEON,I8,122.5,112.8,5.4,0.3,5174,407,4.497769912,43,,9,,1.28,0.73,-0.24,,8.07,-0.35,165.93,152.87,,28.13,,-0.42,,,8.31,-0.38,171.89,,53.81,0.7,-0.21,,,3.7,-0.41,,,,180,,87.44,-0.37,,0.28,,3.7,-0.04,,70.12,0.25,,-0.18,0.15,,0.32,135.23,,158.43,17.86,0.12,,-0.04,,,0.64,55.94,163.74,,,98.59,88.64,,,0.75,,
FACEON,W1,197.1,178.1,-1.3,-1,2181,64,1.680824353,57,,4.29,,1.3,0.75,-0.22,,0,-0.05,171.89,140.35,,41.82,,-0.25,,,0,-0.08,180,,52.6,0.78,0.29,,,4.72,0,,,,171.89,,80,-0.22,,0.25,,0,0.28,,29.54,0.3,,-0.1,0.05,,0.83,137.73,,160.05,28.83,0.24,,0.03,,,1,151.64,155.51,,,0,88.7,,,1.19,,
FACEON,I7,155.2,143.8,-2.8,0.5,4478,-195,-2.493439678,49.6,,7.03,,1.12,0.72,-0.22,,3.86,-0.1,168.52,143.13,,29.69,,-0.4,,,3.86,-0.09,171.89,,48.26,0.84,0.13,,,3.86,-0.19,,,,180,,82.07,0.15,,0.18,,7.89,0.06,,36.87,0.04,,0.04,0,,0.66,145.08,,140.35,23.14,0.07,,0.08,,,0.85,180,156.93,,,98.5,85.9,,,1.17,,
FACEON,W1,169.2,154.4,42,4.8,3430,1866,28.5472219,51.5,,13.78,,1.84,0.62,-0.12,,3.61,-0.28,136.05,144.1,,38.43,,-0.4,,,3.61,-0.48,158.43,,57.24,0.84,-0.64,,,3.61,-0.56,,,,171.89,,68.46,-0.52,,0.41,,1.07,-0.33,,28.36,0.5,,-0.83,0.22,,0.07,168.52,,143.13,29.95,0.44,,-0.85,,,0.12,161.81,163.74,,,88.17,71.92,,,0,,
FACEON,W1,182.7,167.7,-1.3,-0.2,2827,0,0,52.3,,11.99,,1.68,0.6,-0.4,,14.4,-0.39,163.74,161.81,,50,,-0.62,,,8.85,-0.63,180,,54.17,0.73,-0.53,,,8.85,-0.56,,,,180,,48.57,0.35,,0,,175.74,0.3,,68.28,0,,-0.03,0.16,,0.45,168.52,,152.87,17.59,0.27,,0.06,,,0.7,168.52,168.52,,,95.92,77.67,,,0.89,,
FACEON,W1,121.1,108.8,7.7,1.8,4500,290,3.687295768,40.6,,11.31,,1.35,0.59,0.12,,8.36,-0.22,160.05,145.08,,42.06,,0.01,,,174.34,-0.2,129.79,,4.15,0.65,-0.43,,,0.27,-0.48,,,,180,,51.83,0.07,,0,,168,-0.07,,88.85,0,,-0.44,0.29,,0.07,160.05,,119.34,17.54,0.36,,-0.09,,,0.16,131.3,171.89,,,88.34,88.78,,,0.7,,
FACEON,W1,191.9,174.7,-0.7,-6,2128,757,19.58215531,55.8,,15.8,,1.38,0.62,-0.42,,19.26,-0.66,168.52,168.52,,64.29,,-0.33,,,13.17,-0.71,160.05,,85.98,0.77,-0.72,,,3.09,-0.91,,,,171.89,,96.67,-0.29,,0.44,,13.17,-0.36,,46.37,0.72,,-0.22,0.11,,0.46,165.93,,150.46,34.35,0.44,,,,,,,,,,,,,,,,
FACEON,W1,230.1,213.5,15,3,2681,117,2.498827085,64,,5.42,,1.37,0.57,-0.36,,7.94,-0.15,180,146.1,,38.77,,-0.79,,,2.79,-0.28,156.93,,61.39,0.74,-0.86,,,11.83,-0.25,,,,180,,90.71,-0.73,,0.39,,7.53,-0.14,,93.44,0.48,,-1.07,0.13,,0.56,141.26,,118.69,27.87,0.45,,-0.93,,,0.61,163.74,180,,,74.97,85.68,,,0.7,,
FACEON,W1,190,176.6,4.3,-4.3,2713,778,16.00116634,55.6,,13.58,,1.52,0.91,-0.36,,3.07,-0.45,161.81,180,,42.46,,-0.54,,,3.07,-0.5,137.73,,64.92,1.03,-0.44,,,12.35,-0.59,,,,180,,64.06,-0.29,,0.44,,9.68,-0.24,,24.49,0.56,,-0.53,0.21,,0.34,171.89,,165.93,30.62,0.43,,-0.49,,,0.41,180,168.52,,,89.86,69.77,,,0.6,,
FACEON,W1,183.8,170.6,66.6,9.3,3229,2519,37.95842286,55.8,,17.27,,1.7,0.63,-0.12,,13.22,-0.44,161.81,156.93,,48.25,,-0.31,,,13.73,-0.56,158.43,,66.67,0.77,-0.48,,,8.35,-0.71,,,,171.89,,69.77,-0.29,,0.42,,8.35,-0.39,,30.68,0.48,,-0.58,0.22,,0.09,180,,136.89,29.86,0.45,,-0.79,,,0.19,161.81,156.93,,,88.93,68.8,,,-0.19,,
FACEON,W1,220.8,205.1,2.2,-2.3,2461,302,6.996036573,61.6,,15.19,,1.41,0.73,-0.08,,3.79,-0.63,168.52,143.13,,45.16,,-0.19,,,13.25,-0.72,163.74,,54.84,0.84,-0.01,,,13.33,-0.7,,,,160.05,,56.01,0.33,,0.34,,11.86,-0.11,,23.07,0.4,,0.52,0.16,,0.48,163.74,,161.81,13.47,0.19,,0.16,,,0.59,151.64,151.64,,,92.59,83.31,,,0.61,,
FACEON,I9,126.4,117,3,3,5645,-444,-4.497264957,44.3,,3.47,,1.06,0.56,-0.31,,10.56,-0.07,180,171.89,,0,,-0.67,,,0.49,0.03,180,,16.76,0.65,-1.08,,,5.55,0,,,,180,,29.35,-0.71,,0.16,,5.55,0.07,,28.36,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,
FACEON,I9,143.9,132.8,-3.2,3.6,5008,-1064,-11.99470998,46.8,,8,,1.14,0.63,-0.19,,0,0,171.89,136.05,,32.13,,-0.18,,,8.97,0.01,156.93,,47.95,0.73,0.12,,,0,-0.02,,,,168.52,,31.99,0.23,,0.08,,0,0.37,,39.65,0.08,,-0.09,0.04,,0.58,161.81,,150.46,13.27,0.04,,-0.47,,,0.94,171.89,168.52,,,97,83.31,,,1.18,,
FACEON,W1,179,157.5,-0.6,-2.9,1964,276,7.999364921,55.1,,8.84,,1.31,0.6,-0.05,,3.76,-0.12,168.52,163.74,,32.35,,-0.03,,,3.76,-0.17,168.52,,44.01,0.72,-0.09,,,3.76,-0.06,,,,165.93,,43.97,-0.06,,0.23,,3.76,0.17,,31.79,0.29,,-0.43,0.23,,0.19,161.81,,154.16,18.43,0.34,,-0.68,,,0.24,180,168.52,,,90.72,87.39,,,0.62,,
FACEON,W1,178,159.3,2.8,0.4,2407,47,1.118637086,53.2,,5.04,,1.27,0.71,-0.19,,3.88,-0.02,171.89,143.13,,31.15,,-0.31,,,3.88,0.03,163.74,,46.41,0.74,-0.14,,,3.88,0.17,,,,180,,51.92,-0.36,,0.14,,0.33,0.28,,32.86,0.31,,-0.23,0.03,,0.59,152.87,,155.51,16.72,0.1,,-0.47,,,0.9,144.1,161.81,,,0,88.69,,,1.03,,
FACEON,I8,135.5,125.7,-1.5,3.4,5683,-849,-8.496745213,46.6,,9.43,,1.13,0.65,-0.16,,5.23,-0.66,158.43,168.52,,32.17,,-0.19,,,1.39,-0.74,160.05,,50,0.77,-0.15,,,5.81,-0.66,,,,163.74,,48.33,0.22,,0.21,,4.51,0.08,,36.87,0.21,,0.13,0,,0.83,144.1,,152.87,16.32,0,,0.26,,,0.95,168.52,160.05,,,98.43,86.04,,,0.71,,
FACEON,W1,211.5,196.6,-3.9,-1.7,2612,90,1.973423006,59.6,,17.67,,1.64,0.65,-0.37,,15.29,-0.56,171.89,151.64,,63.93,,-0.45,,,11.39,-0.64,160.05,,77.88,0.8,-0.47,,,11.39,-0.54,,,,165.93,,97.33,-0.1,,0.37,,7.63,-0.12,,54.55,0.58,,-0.45,0.24,,0.22,158.43,,150.46,31.01,0.51,,-0.41,,,0.27,171.89,171.89,,,89.53,69.94,,,0.47,,
FACEON,W1,137.5,114.9,-13.9,-5,1983,-144,-4.153371379,54.5,,0,,1,0.87,0.02,,7.02,-0.52,171.89,99.21,,-87.3,,-0.02,,,7.02,-0.77,180,,-100,0.76,-0.02,,,7.02,-0.58,,,,180,,-100,0.46,,0.33,,7.02,-0.26,,84.84,0,,0.38,0,,0.42,180,,136.05,7.39,0,,0.32,,,-0.35,130.54,171.89,,,86.29,80.22,,,0.87,,
FACEON,W1,226.6,210.1,0.9,3.4,2317,-429,-10.489706,63.1,,2.53,,1.13,0.81,-0.58,,8.52,-0.78,180,171.89,,42.21,,-0.6,,,8.86,-0.83,171.89,,55.51,0.88,0.01,,,9.01,-0.7,,,,160.05,,85.45,-0.27,,0.29,,7.74,-0.1,,18.19,0.39,,-0.42,0.17,,0.35,163.74,,160.05,12.16,0.2,,-0.54,,,0.49,149.32,165.93,,,95.4,87.2,,,0.12,,
FACEON,W1,198.1,182.1,-2.9,4,2138,-593,-15.50199388,56.8,,9.73,,2.34,0.62,0.14,,5.23,-0.26,180,160.05,,-61.29,,0.2,,,9.2,-0.23,160.05,,-63.86,0.64,0.16,,,4.03,-0.13,,,,171.89,,-49.4,0.46,,0,,5.07,0.34,,27.13,0,,0.08,0.17,,0.61,165.93,,141.26,45,0,,0.71,,,0.47,25.84,156.93,,,91.78,86.97,,,0.63,,
FACEON,I4,152.6,135,0,1,2373,-207,-4.985368838,47.8,,7.62,,1.09,0.55,-0.13,,17.36,0.04,180,158.43,,25.18,,-0.25,,,12.77,0.02,171.89,,40.07,0.72,-0.44,,,12.77,-0.14,,,,180,,58.27,-0.04,,0.08,,12.77,0.25,,33.9,0.16,,-0.17,0,,0.53,160.05,,171.89,18.58,0.04,,-0.25,,,0.71,158.43,171.89,,,98.38,86.05,,,0.91,,
FACEON,W1,184.9,168.1,28.8,4.2,3460,792,12.89298573,53.8,,14.76,,1.84,0.64,-0.13,,16.73,-0.28,171.89,142.19,,47.23,,-0.42,,,17.05,-0.45,142.19,,64.73,0.8,-0.37,,,5.66,-0.61,,,,171.89,,64.62,-0.42,,0.44,,11.92,-0.38,,29.54,0.56,,-0.61,0.15,,0.22,171.89,,151.64,30.96,0.4,,-0.83,,,0.18,161.81,158.43,,,90.37,70.38,,,-0.08,,
FACEON,W1,158.6,138.9,-2.9,1.1,3000,-367,-6.974529155,48.1,,11.31,,1.3,0.65,0,,3.95,-0.2,156.93,168.52,,34.6,,-0.24,,,3.95,-0.43,154.16,,38.5,0.76,-0.61,,,179.28,-0.4,,,,168.52,,3.77,-0.61,,0,,173.9,-0.2,,87.13,0,,-0.44,0.32,,-0.01,137.73,,122.68,16.67,0.36,,0.22,,,0.29,134.43,171.89,,,92.69,59.39,,,0.46,,
FACEON,I7,133.6,117.5,-5.1,0.5,2722,-553,-11.48388651,43.8,,4.83,,1,0.7,-0.19,,3.79,-0.06,160.05,151.64,,17.34,,-0.46,,,3.79,-0.02,160.05,,37.41,0.8,-0.21,,,3.79,-0.18,,,,130.54,,16.25,-0.1,,0.16,,3.79,0.04,,41.41,0.08,,-0.13,0.04,,0.45,168.52,,158.43,16.88,0,,-0.14,,,0.82,168.52,165.93,,,97.2,84.51,,,1.06,,
FACEON,W1,199.6,182.6,0,0.8,2726,-138,-2.898046052,57.5,,15.38,,1.78,0.66,-0.01,,12.35,-0.24,168.52,145.08,,52.63,,-0.16,,,13.2,-0.33,168.52,,56.32,0.74,-0.03,,,12.67,-0.33,,,,171.89,,39.31,0.24,,0.3,,11.4,-0.01,,78.46,0.4,,0.38,0.15,,0.43,171.89,,165.93,21.86,0.26,,0.45,,,0.58,151.64,180,,,93.02,71.57,,,0.58,,
FACEON,W1,237.7,212.5,-5.3,4.1,1054,-584,-28.98994663,68.4,,14.76,,1.63,0.73,-0.13,,3.92,-0.5,168.52,161.81,,48.4,,-0.2,,,3.92,-0.65,155.51,,63.64,0.83,-0.09,,,3.92,-0.48,,,,158.43,,54.69,0.15,,0.22,,0.6,0.13,,31.79,0.35,,0.44,0.11,,0.57,163.74,,124.06,17.71,0.17,,0.24,,,0.69,160.05,154.16,,,93.87,79.51,,,0.5,,
FACEON,I7,144.3,133.2,-0.6,-0.8,5010,131,1.497811827,47.9,,12.26,,1.22,0.62,-0.42,,20.09,-0.66,180,141.26,,37.06,,-0.48,,,24.63,-0.72,180,,42.86,0.89,-0.41,,,20.34,-0.47,,,,158.43,,43.03,0.3,,0.17,,12.16,0.2,,21.57,0.14,,0.08,0.08,,0.59,144.1,,168.52,17.02,0.15,,-0.05,,,0.75,180,163.74,,,98.39,88.65,,,0.61,,
FACEON,W1,125.6,108.4,2.2,-0.4,1970,259,7.48983878,42.1,,8.26,,1.48,0.51,-0.01,,8.36,-0.06,171.89,155.51,,32.23,,-0.52,,,1.4,-0.33,171.89,,56.55,0.79,-1.02,,,3.85,-0.72,,,,180,,86.79,-0.55,,0.37,,3.85,-0.11,,79.05,0.53,,0.12,0.13,,0.6,156.93,,145.08,14.04,0.13,,0.39,,,0.81,138.59,168.52,,,95.39,86.85,,,1.42,,
FACEON,W1,203.7,190.3,1,-0.4,3492,60,0.984366703,59.1,,12.72,,1.86,0.61,-0.21,,174.53,-0.25,180,180,,26.35,,-0.24,,,163.23,-0.17,18.19,,21.31,0.74,-0.26,,,4.09,-0.34,,,,180,,45.4,0.28,,0,,179.81,0.22,,11.48,0,,0.25,0.21,,0.36,163.74,,154.16,15.17,0.27,,-0.35,,,0.49,148.21,165.93,,,90.18,73.65,,,0.23,,
FACEON,I7,146.4,131.6,3.6,2.9,3674,-224,-3.48894595,47.2,,14.46,,1.26,0.62,-0.37,,7.5,-0.6,171.89,156.93,,44.79,,-0.36,,,12.51,-0.67,171.89,,50.16,0.78,-0.26,,,16.4,-0.46,,,,161.81,,53.65,-0.16,,0.36,,11.79,-0.16,,16.26,0.39,,-0.09,0.19,,0.41,156.93,,160.05,21.35,0.26,,0.11,,,0.7,163.74,163.74,,,98.48,87.33,,,0.58,,
FACEON,W1,213.6,190.7,-15.2,5.8,1623,-1595,-44.50147876,63.8,,15.09,,1.41,0.72,-0.04,,3.75,-0.19,171.89,151.64,,39.94,,-0.26,,,3.75,-0.26,168.52,,58.05,0.81,-0.33,,,3.75,-0.26,,,,180,,74.06,-0.06,,0.23,,0.48,0.11,,37.81,0.37,,-0.19,0.03,,0.59,132.07,,141.26,21.71,0.23,,-0.35,,,0.72,171.89,161.81,,,98.49,85.77,,,0.62,,
FACEON,W1,219.8,201.8,-11.9,-5,1931,254,7.493555002,61.5,,12.94,,1.32,0.64,-0.56,,3.33,-0.59,171.89,156.93,,41.38,,-0.7,,,3.33,-0.7,180,,51.88,0.79,-0.81,,,8.13,-0.75,,,,165.93,,93.27,-0.45,,0.34,,7.38,-0.23,,58.67,0.41,,-0.15,0.14,,0.39,180,,155.51,17.39,0.24,,-0.16,,,0.42,180,149.32,,,94.04,88.6,,,0.53,,
FACEON,I9,120.2,111,0,4,5705,-1264,-12.49264755,42.9,,7.52,,0.96,0.61,-0.43,,4.76,0.08,168.52,161.81,,17.89,,-0.6,,,0,0.12,180,,54.7,0.7,-0.57,,,0,0.1,,,,180,,72.47,-0.29,,0.09,,3.81,0.29,,74.93,0.18,,-0.47,0,,0.7,163.74,,160.05,18.5,0,,-0.4,,,0.84,156.93,160.05,,,95.69,88.69,,,0.73,,
FACEON,W1,170.3,150,0,0,1653,-51,-1.767185783,51.8,,6.65,,1.52,0.57,-0.1,,5.25,0.04,171.89,152.87,,27.69,,-0.31,,,6.34,-0.08,180,,46.46,0.69,-0.51,,,0,-0.13,,,,180,,50,-0.23,,0.3,,5.59,0.02,,67.67,0.44,,-0.27,0.15,,0.36,171.89,,152.87,23.82,0.18,,-0.07,,,0.53,158.43,156.93,,,94.36,82.59,,,1.11,,
FACEON,W1,213,198.5,2.7,1.4,1839,-96,-2.988258103,59.7,,12.69,,1.77,0.58,-0.09,,11.23,-0.22,168.52,180,,48.68,,-0.03,,,11.23,-0.27,156.93,,63.98,0.67,-0.03,,,11.23,-0.37,,,,180,,48.56,0.28,,0,,168.77,0.31,,67.67,0,,0.38,0.18,,0.44,163.74,,180,15.9,0.28,,0.13,,,0.6,171.89,180,,,93.44,70.75,,,0.69,,
FACEON,I7,131.7,122.2,11.2,3.4,5989,261,2.4953652,45.8,,11.23,,1.24,0.67,-0.06,,15.72,-0.18,168.52,145.08,,34.35,,-0.34,,,20.06,-0.2,168.52,,48.26,0.8,-0.23,,,16.07,-0.28,,,,180,,61.38,-0.32,,0.23,,15.17,0.13,,73.14,0.35,,0.03,0.07,,0.68,130.54,,161.81,18.56,0.13,,0.15,,,1.02,180,138.59,,,0,86.01,,,1.24,,
FACEON,W1,184.9,163,3,4,1353,-351,-14.54327253,55.3,,14.16,,1.45,0.55,0.07,,0,-0.04,161.81,180,,33.23,,-0.24,,,5.66,-0.19,171.89,,65.43,0.74,-0.49,,,0,-0.19,,,,180,,86.54,-0.23,,0.24,,0,0.03,,32.86,0.41,,-0.18,0.14,,0.42,156.93,,156.93,21.5,0.28,,-0.14,,,0.59,180,171.89,,,96.92,79.85,,,0.82,,
FACEON,W1,226.4,206.8,-4.1,3,1765,-423,-13.47731533,63.5,,17.68,,1.58,0.64,-0.08,,11.23,-0.54,168.52,160.05,,50.15,,-0.21,,,15.75,-0.74,180,,67.8,0.82,0.22,,,16.59,-0.5,,,,158.43,,61.89,0.01,,0.37,,15.32,-0.07,,94.01,0.54,,0.45,0.2,,0.4,180,,151.64,18.43,0.26,,-0.06,,,0.18,180,161.81,,,76.36,83.18,,,0.53,,
FACEON,I7,132,117.3,-4.4,1.4,3034,-644,-11.9837989,43.3,,8.54,,1.14,0.73,-0.17,,7.26,-0.04,158.43,152.87,,32.25,,-0.47,,,3.42,-0.12,163.74,,55.61,0.75,-0.39,,,3.42,-0.29,,,,180,,92.4,-0.21,,0.36,,10.42,-0.05,,53.13,0.39,,-0.07,0.09,,0.42,158.43,,149.32,27.47,0.12,,-0.01,,,0.62,180,156.93,,,98.62,88.8,,,0.72,,
FACEON,W1,224.3,207.8,1.7,-0.3,2427,127,2.995440167,62.3,,7.39,,1.39,0.61,-0.26,,7.62,-0.16,171.89,146.1,,40.61,,-0.43,,,6.92,-0.21,171.89,,53.19,0.7,-0.23,,,6.96,-0.31,,,,121.33,,6.01,-0.56,,0.34,,7.36,-0.04,,60,0.44,,-1.04,0.13,,0.47,144.1,,129.79,27.82,0.44,,-0.94,,,0.68,165.93,163.74,,,95.72,84.11,,,0.55,,
FACEON,W1,184.6,164.9,-41.2,-4.9,1161,-1182,-45.51352076,56.8,,17.73,,1.43,0.64,-0.01,,0.08,-0.49,151.64,171.89,,51.66,,-0.29,,,4.92,-0.72,136.89,,85.58,0.74,-0.01,,,4.92,,,,,171.89,,103.9,-0.14,,0.5,,4.92,-0.51,,71.94,0.7,,-0.21,0.21,,0.24,156.93,,161.81,25.1,0.43,,-0.16,,,0.32,168.52,165.93,,,94.47,80.7,,,0.11,,
FACEON,W1,198.1,175.9,-5.7,-2.3,1712,119,3.976196651,58.7,,13.43,,1.47,0.75,-0.11,,7.89,-0.18,165.93,141.26,,37.5,,-0.19,,,3.89,-0.27,163.74,,46.83,0.82,-0.31,,,3.89,-0.29,,,,180,,54.63,-0.1,,0.28,,3.89,-0.04,,41.41,0.31,,-0.29,0.12,,0.39,156.93,,165.93,18.36,0.22,,-0.39,,,0.48,171.89,168.52,,,94.28,75.59,,,0.78,,
FACEON,I9,138.6,128,1,-1,4450,272,3.49777238,46.1,,6.02,,0.9,0.73,-0.04,,4.69,-0.04,180,148.21,,-5.15,,-0.15,,,0,-0.14,158.43,,5.65,0.72,-0.15,,,0,-0.23,,,,180,,29.67,0.11,,0.11,,0,0.15,,28.36,0,,-4.86,2.75,,-5.91,110.49,,171.89,34.61,0,,-4.87,,,-5.9,108.06,168.52,,,95.69,37.36,,,1.46,,
FACEON,W1,163.8,142.6,16.9,2.6,2597,602,13.05099916,49.4,,14.76,,1.74,0.65,-0.32,,12.83,-0.32,168.52,134.43,,42.37,,-0.56,,,17.97,-0.46,168.52,,55.84,0.83,-1.01,,,7.19,-0.62,,,,171.89,,65.5,-0.65,,0.39,,12.83,-0.34,,27.13,0.45,,-0.84,0.23,,0.06,171.89,,147.14,23.65,0.43,,-0.86,,,0.12,160.05,160.05,,,88.88,68.28,,,-0.23,,
FACEON,W1,181.5,160.6,6.8,-0.8,2853,500,9.940372165,53,,17.62,,1.78,0.59,-0.06,,17.06,-0.36,168.52,149.32,,46.79,,-0.22,,,22.26,-0.52,151.64,,61.48,0.82,-0.47,,,17.06,-0.63,,,,171.89,,62.87,-0.27,,0.47,,17.06,-0.4,,25.84,0.53,,-0.53,0.21,,0.05,180,,151.64,25.35,0.36,,-0.78,,,0.21,148.21,155.51,,,90.26,70.13,,,-0.08,,
FACEON,W1,220.1,203.6,-16.6,-3.3,2017,-141,-3.998802,61.2,,17.51,,1.42,0.67,-0.25,,9.66,-0.66,155.51,171.89,,58.57,,-0.42,,,17.01,-0.91,142.19,,85.1,0.76,-0.32,,,9.66,-1.01,,,,163.74,,114.22,-0.38,,0.5,,9.66,-0.48,,43.11,0.77,,-0.59,0.39,,-0.12,156.93,,163.74,31.46,0.57,,-0.55,,,0.12,171.89,168.52,,,91.7,82.18,,,0.23,,
FACEON,I7,125,111.2,-1.3,-0.2,3107,-108,-1.990812279,41.5,,9.5,,1.29,0.56,-0.19,,8.75,-0.59,171.89,146.1,,43.75,,-0.35,,,9.77,-0.64,168.52,,54.92,0.78,0.12,,,174.58,-0.33,,,,168.52,,19.27,0.07,,0.29,,0,0.03,,33.9,0.29,,0.33,0.23,,0.3,160.05,,168.52,6.6,0.13,,0.37,,,0.47,180,151.64,,,95.87,87.3,,,0.51,,
FACEON,W1,217.7,197.8,2.8,2.4,2240,-156,-3.983809435,62,,7.58,,1.48,0.56,-0.3,,4.06,-0.3,163.74,158.43,,23.53,,-0.44,,,4.06,-0.55,168.52,,45.72,0.75,-0.68,,,4.06,-0.6,,,,105.07,,37.82,-0.57,,0.26,,0.29,-0.14,,48.7,0.34,,-0.91,0.12,,0.29,163.74,,150.46,20.17,0.27,,-0.74,,,0.27,171.89,163.74,,,93.03,88.72,,,0.5,,
FACEON,W1,163.6,150.5,-17.1,-0.3,2604,-999,-20.98883905,50.1,,18.68,,1.45,0.64,-0.21,,11.73,-0.64,165.93,171.89,,57.95,,-0.36,,,15.46,-0.78,148.21,,86.12,0.76,0.04,,,4.92,-0.88,,,,165.93,,95.72,0.42,,0,,0.79,-0.38,,53.13,0,,-0.08,0.15,,0.5,161.81,,158.43,33.18,0.41,,0.16,,,0.53,180,154.16,,,95.96,87.01,,,0.53,,
