view,ClubType,Distance,Carry,LrDistanceOut,DirectionAngle,SpinBack,SpinSide,SpinAxis,BallSpeed,0-LOWER-ANGLE,0-SHOULDER-ANGLE,0-SPINE-ANGLE,0-STANCE-RATIO,0-UPPER-TILT,1-HEAD-LOC,1-HIP-LINE,1-HIP-ROTATION,1-HIP-SHIFTED,1-LEFT-ARM-ANGLE,1-RIGHT-ARM-ANGLE,1-SHOULDER-ANGLE,1-SHOULDER-LOC,1-SPINE-ANGLE,2-HEAD-LOC,2-HIP-ANGLE,2-HIP-LINE,2-HIP-ROTATION,2-HIP-SHIFTED,2-LEFT-ARM-ANGLE,2-SHOULDER-ANGLE,2-SHOULDER-LOC,2-UPPER-TILT,3-HEAD-LOC,3-HIP-ANGLE,3-HIP-LINE,3-HIP-ROTATION,3-HIP-SHIFTED,3-LEFT-LEG-ANGLE,3-RIGHT-ARM-ANGLE,3-RIGHT-DISTANCE,3-RIGHT-LEG-ANGLE,3-SHOULDER-ANGLE,3-SHOULDER-LOC,4-HEAD-LOC,4-HIP-ANGLE,4-HIP-HANGING-BACK,4-HIP-LINE,4-HIP-ROTATION,4-HIP-SHIFTED,4-RIGHT-ARM-ANGLE,4-RIGHT-ARMPIT-ANGLE,4-SHOULDER-HANGING-BACK,4-SPINE-ANGLE,5-HEAD-LOC,5-HIP-HANGING-BACK,5-HIP-LINE,5-HIP-SHIFTED,5-LEFT-ARM-ANGLE,5-LEFT-LEG-ANGLE,5-RIGHT-ARM-ANGLE,5-SHOULDER-ANGLE,5-SHOULDER-HANGING-BACK,5-SPINE-ANGLE,6-HEAD-LOC,6-HIP-ANGLE,6-HIP-LINE,6-HIP-SHIFTED,6-LEFT-ARM-ANGLE,6-RIGHT-LEG-ANGLE,6-SHOULDER-ANGLE,6-SPINE-ANGLE,6-WEIGHT-SHIFT,7-FINISH-ANGLE,7-HIP-ANGLE,7-HIP-LINE,7-HIP-SHIFTED,7-SHOULDER-ANGLE,7-SPINE-ANGLE
DTL,W1,194.4,169.3,-1.4,1.7,1360,-264,-10.98549778,59.3,,,69.61,,,,0.16,,,161.81,129.79,20.52,,80.1,,10.67,0.23,,,,19.58,,,,11.49,0.38,,,120,83.11,0.74,154.16,12.53,,,6.4,,0.42,,,103.89,,,79.02,,,0.38,,,160.05,,18.7,,79.97,,22.68,0.27,,,,45,74.47,,,5.26,0.57,,10.5,82.26
DTL,W1,190.9,171,-16.3,0.9,2142,-755,-19.41624555,56.6,,,84.26,,,,,,,156.93,161.81,0,,84.02,,4.63,,,,,,,,,0,,,,,,,180,6.49,,,4.28,,0.4,,,77.29,,,89.49,,,,,,171.89,,7.49,,85.1,,17.13,,,,,11.68,84.79,,,8.36,,,21.54,86.87
DTL,W1,137.6,119.9,-27.4,-6.1,3446,-1088,-17.52238536,44.5,,,79.84,,,,0.29,,,146.1,113.58,25.14,,81.16,,6.04,0.22,,,,16.29,,,,11.89,0.23,,,,43.11,0.57,180,11.45,,,13.01,,0.17,,,21.57,,,74.4,,,0.16,,,180,,79.8,,77.07,,24.98,-0.05,,,,36.4,70.37,,,0,0.58,,8.37,89.19
DTL,I8,135.2,123,2,2.6,4069,-284,-3.992542495,44.5,163.74,,59.39,,,,0.16,,,180,145.08,30.86,,64.48,,24.3,0.25,,,,33.69,,,,13.57,0.31,,,132.07,56.63,0.58,152.87,26.67,,,14.36,,0.3,,,0,,,66.83,,,0.22,,,163.74,,76.37,,66.42,,22,0.33,,,,45,74.88,,,4.48,0.64,,10.49,88.16
DTL,W1,225,207.3,-12,-3.9,2345,122,2.978161503,62.7,152.87,,66.9,,,,0.13,,,180,126.16,18.43,,74.53,,10.74,0.23,,,,16.26,,,,4.96,0.41,,,134.43,76.7,0.7,163.74,,,,6.51,,0.46,,,54.55,,,75.88,,,0.57,,,180,,34.08,,83.53,,12.99,0.48,,,,45,74.2,,,5.21,0.75,,6.6,73.91
DTL,W1,137,129.5,-20.3,-2.7,5266,-1796,-18.83224182,48,171.89,,83.06,,,,,,,180,129.05,3.29,,80.77,,0,,,,,6.29,,,,4.68,,,,,23.07,0.58,180,,,,4.23,,,,,124.75,,,86.29,,,,,,171.89,,20.16,,84.03,,11.44,,,,,22.05,84.54,,,6.21,,,0,88.02
DTL,W1,154.5,144.4,-1.3,-5.7,4342,1042,13.49473511,49.9,171.89,,82.41,,,,,,,,132.84,23.71,,75.3,,9.62,,,,,21.18,,,,11.58,-0.21,,,142.19,69.51,0.66,171.89,17.2,,,5.77,,0.26,,,57.99,,,79.81,,,0.48,,,168.52,,0,,82.42,,30.11,0.25,,,,52.21,78.21,,,10.51,0.43,,19.98,76.39
DTL,I7,139.1,127.6,-6.3,-1.2,4757,-249,-2.996350813,46.2,150.46,,62.57,,,,0.11,,,180,137.73,36.19,,67.51,,10.27,0.16,,,,32.85,,,,10.59,0.15,,,133.63,68.28,0.53,163.74,23.6,,,6.41,,0.2,,,91.72,,,68.92,,,0.17,,,168.52,,0,,65.83,,16.8,0.11,,,,55.58,64.12,,,5.13,0.5,,18.76,84.9
DTL,I7,158.4,145,0,3,3633,-640,-9.99088491,49.6,161.81,,58.39,,,,0.14,,,,143.13,35.75,,59.14,,6.59,0.22,,,,28.37,,,,16.72,0.36,,,143.13,92.87,0.5,180,28.21,,,12.9,,0.35,,,73.74,,,64.47,,,0.38,,,165.93,,34.29,,71.91,,0,0.39,,,,59.78,65.74,,,6.12,0.49,,14.04,88.42
DTL,W1,182.7,160,1,5,1139,-579,-26.94608155,55.7,151.64,,74.89,,,,0.09,,,171.89,124.06,24.74,,76.03,,6.42,0.08,,,,25.2,,,,5.62,0.14,,,149.32,94.01,0.64,168.52,10.62,,,18.71,,0.16,,,61.97,,,82.76,,,0.33,,,168.52,,8.91,,87.42,,0,0.54,,,,20.97,84.52,,,0,0.41,,7.28,89.71
DTL,W1,222,206.1,3,-1.5,2008,282,7.994235926,61.6,171.89,,82.14,,,,-0.13,,,132.84,134.43,33.69,,79.21,,10.3,0,,,,31.24,,,,11.12,0.1,,,141.26,76.11,0.58,171.89,18.43,,,11.98,,0.37,,,52.41,,,81.01,,,0.43,,,180,,73.39,,83.23,,33.04,0.31,,,,55.34,77.64,,,13.76,0.54,,24.44,75
DTL,W1,219.6,204.9,6.3,-0.7,2539,289,6.493706432,61.3,158.43,,77.81,,,,,,,171.89,118.69,19.28,,72.11,,8.5,,,,,20.58,,,,4.36,-0.14,,,155.51,76.7,0.69,171.89,13.97,,,5.24,,0.18,,,27.13,,,83.12,,,0.06,,,180,,35.84,,78.54,,9.64,0.21,,,,25.22,84.81,,,0,0.67,,3.31,89.54
DTL,W1,217.8,197,-4,3,1649,-457,-15.49005651,61.9,168.52,,69.51,,,,-0.01,,,180,161.81,11.38,,69.59,,5.41,0.18,,,,13.22,,,,6.57,0.26,,,134.43,98.63,0.67,180,10.36,,,6.68,,0.34,,,61.97,,,76.7,,,0.4,,,168.52,,7.37,,78.32,,20.19,0.36,,,,45.3,81.54,,,0,0.71,,5.57,87.53
DTL,I5,157.9,143.5,2.1,2.2,3515,-153,-2.492382413,49.2,150.46,,62.34,,,,0.21,,,156.93,117.39,27.85,,69.94,,20.63,0.28,,,,24.02,,,,5.1,,,,128.32,76.11,0.7,155.51,17.47,,,0,,,,,103.89,,,73.91,,,,,,171.89,,45,,74.33,,20.69,0.41,,,,49.95,71.48,,,5.33,0.52,,12.02,75.54
DTL,W1,199.6,181.5,-57.6,-8.9,1355,-1308,-43.98887643,61.7,168.52,,80.3,,,,,,,,136.05,31.63,,74.29,,10.82,-0.12,,,,33.48,,,,12.7,0.06,,,151.64,76.11,0.55,180,20.91,,,6.12,,0.47,,,89.43,,,81.56,,,0.59,,,168.52,,63.43,,86.96,,9.37,0.42,,,,41.58,82.16,,,19.11,0.56,,24.3,75.27
DTL,W1,218.6,199.2,11.5,2.4,2056,35,0.975271694,61.6,154.16,,72.94,,,,-0.1,,,,114.2,24.3,,76.18,,0,-0.08,,,,16.7,,,,5.86,0.03,,,132.84,73.14,0.67,160.05,6.8,,,0,,0.09,,,44.77,,,76.6,,,0.06,,,168.52,,62.95,,82.19,,16.46,0.1,,,,40.57,81.24,,,0,0.53,,4.09,85.72
DTL,I9,122.5,115,0,1,6585,-229,-1.991715728,44,165.93,,52.01,,,,0.08,,,180,145.08,33.88,,57.58,,18.7,0.11,,,,30.42,,,,17.22,0.16,,,130.54,92.87,0.44,180,29.79,,,20.71,,0.18,,,57.99,,,58.06,,,0.19,,,160.05,,7.88,,57.78,,28.82,0.1,,,,69.03,55.63,,,0,0.46,,18.43,82.8
DTL,W1,185.9,164.7,-1.7,3.8,965,-520,-28.31845604,54.6,168.52,,80.91,,,,,,,180,154.16,19.35,,79.46,,5.44,-0.11,,,,18.43,,,,4.54,0.05,,,139.46,67.05,0.68,180,14.81,,,12.46,,0.37,,,0,,,83.93,,,0.36,,,171.89,,64.44,,83.82,,30.08,0.28,,,,38.78,82.23,,,9.03,0.25,,19.65,86.51
DTL,I7,127.5,116.4,0.8,1.8,4688,-204,-2.491674438,43.4,151.64,,59.11,,,,0.04,,,168.52,125.45,38.01,,62.68,,11.24,0.06,,,,29.44,,,,11.44,0.23,,,146.1,65.17,0.66,161.81,28.01,,,17.13,,0.28,,,18.19,,,69.03,,,0.22,,,165.93,,,,65.77,,15.96,0.22,,,,35.54,69.22,,,4.82,0.65,,15.17,89.76
DTL,I7,124.2,112.1,0.4,-0.2,3912,102,1.493569963,41.8,161.81,,68.31,,,,0.07,,,145.08,119.34,25.36,,69.18,,0,0.15,,,,22.77,,,,0,0.14,,,129.05,80.79,0.65,165.93,16.07,,,10.69,,0.17,,,80.21,,,67.57,,,0.2,,,160.05,,9.46,,68.28,,33.33,0.1,,,,66.75,67.94,,,5.04,0.2,,20.56,73.6
DTL,W1,223.7,207.4,-24.1,-6.8,2365,20,0.484519355,62.1,171.89,,81.24,,,,-0.11,,,126.16,120.66,31.29,,79.37,,14.58,-0.03,,,,27.92,,,,5.96,0.08,,,146.1,81.37,0.58,180,17.2,,,6.63,,0.46,,,54.55,,,81.47,,,0.52,,,180,,72.9,,83.54,,25.91,0.35,,,,48.28,77.28,,,13.67,0.83,,24.35,78.44
DTL,W1,147.9,129.2,-24.6,-0.8,1282,-2134,-59.00466685,49.1,,,84.31,,,,,,,155.51,129.05,7,,82.01,,0,,,,,,,,,0,,,,160.05,56.63,0.43,180,,,,4.23,,,,,82.53,,,88.39,,,,,,180,,33.04,,83.49,,10.16,,,,,7.32,85.76,,,0,,,3.37,85.27
DTL,W1,131.1,109.1,-25.1,-5,2126,-1687,-38.43231441,46.6,160.05,,77.84,,,,0.3,,,152.87,113.58,23.07,,77.28,,16.46,0.36,,,,20.61,,,,16.08,0.3,,,,68.28,0.59,180,8.08,,,15.42,,0.29,,,16.26,,,72.88,,,0.02,,,168.52,,50.65,,73.82,,20.22,0.2,,,,35.87,70.12,,,0,0.71,,17.29,87.81
DTL,W1,188.6,176.1,5.3,-4.5,4234,1016,13.49368602,57.1,171.89,,80.87,,,,,,,155.51,147.14,17.49,,78.21,,5.48,,,,,20.21,,,,5.37,-0.08,,,151.64,68.28,0.66,180,7.32,,,0,,0.33,,,50.95,,,89.42,,,0.23,,,180,,45,,89.17,,20.48,0.11,,,,33.79,81.53,,,11.44,0.21,,22.38,73.94
DTL,W1,136.6,116.2,2.2,1.5,1100,-132,-6.842773413,45.8,,,83.87,,,,-0.03,,,161.81,121.33,25.22,,80.48,,4.78,-0.13,,,,25.24,,,,5.26,-0.07,,,163.74,59.34,0.75,180,17.37,,,7.11,,0.31,,,90,,,86.29,,,0.14,,,155.51,,36.19,,87.36,,17.6,0.33,,,,31.4,83.86,,,18.61,0.42,,26.71,82.28
DTL,W1,210.4,193.9,-2.1,-5,2351,451,10.85931135,59.5,152.87,,71.78,,,,-0.01,,,180,143.13,18.51,,72.26,,4.51,0.01,,,,21.84,,,,5.01,0.13,,,143.13,74.93,0.69,160.05,12,,,7.11,,0.27,,,21.57,,,79.23,,,0.06,,,180,,39.81,,77.14,,9.72,0.25,,,,26.57,78.89,,,5.58,0.77,,4.3,86.33
DTL,W1,217.7,197.8,2.8,2.4,2240,-156,-3.983809435,62,165.93,,69.93,,,,-0.11,,,,137.73,24.89,,72.62,,10.43,-0.13,,,,19.67,,,,6.07,-0.09,,,138.59,50.21,0.63,171.89,13.97,,,14.13,,0.11,,,31.79,,,69.67,,,0.15,,,180,,,,76.66,,27.1,0.17,,,,45,73.52,,,5.29,0.56,,6.41,76.43
DTL,I7,131.5,121.9,10,5.8,4809,-209,-2.488518851,44.9,171.89,,59.74,,,,0.02,,,171.89,121.33,23.38,,62.82,,4.89,0.04,,,,25.68,,,,9.66,0.1,,,158.43,70.12,0.66,180,21.06,,,5.88,,0.2,,,76.11,,,69.74,,,0.17,,,171.89,,0,,67.63,,20.07,0.14,,,,52.34,66.57,,,0,0.55,,7.52,87.73
DTL,I7,128.1,116.5,5.5,2.5,3904,0,0,42.9,150.46,,64.92,,,,,,,180,141.26,26.57,,65.78,,8.59,-0.03,,,,30.64,,,,9.72,0.01,,,155.51,79.63,0.67,163.74,25.35,,,9.91,,0.19,,,61.31,,,73.61,,,0.36,,,180,,39.4,,75.42,,13.81,0.19,,,,48.32,69.32,,,0,0.74,,8.02,81.88
DTL,W1,215,192.7,-3.8,-0.4,1699,-29,-0.977878911,61.9,152.87,,78.31,,,,-0.16,,,,110.49,15.37,,79.46,,5.11,-0.09,,,,12.75,,,,0,0.07,,,131.3,70.12,0.74,163.74,8.64,,,6.86,,0.36,,,60.66,,,81.53,,,0.42,,,171.89,,6.4,,81,,9.03,0.4,,,,23.96,89.19,,,4.57,0.79,,5.58,83.22
DTL,W1,131.9,125.5,-41.3,-7.7,4629,-3014,-33.06865637,47.2,171.89,,,,,,,,,,142.19,3.6,,80.77,,0,,,,,11.83,,,,0,,,,,53.13,0.41,180,,,,4.89,,0.16,,,89.43,,,83.74,,,,,,180,,15.67,,85.32,,16.08,,,,,15.74,84.54,,,7.68,,,8.58,89.7
DTL,W1,214.1,196.3,-1.4,-1.1,2186,114,2.985273206,60.2,160.05,,74.87,,,,-0.07,,,171.89,133.63,12.6,,75.11,,4.18,0,,,,15.23,,,,0,0.01,,,150.46,56.63,0.69,180,10.11,,,4.89,,0.29,,,67.67,,,82.57,,,0.26,,,180,,27.93,,80.2,,13.73,0.29,,,,20.76,81.86,,,0,0.83,,0,84.91
DTL,I7,125.1,119.6,0.9,0.9,7319,-127,-0.994102175,45.5,151.64,,65.92,,,,,,,171.89,136.05,29.77,,63.92,,14.61,-0.06,,,,26.57,,,,14.47,0.05,,,139.46,83.68,0.67,163.74,27.75,,,15.36,,0.18,,,33.9,,,70.57,,,0.12,,,168.52,,71.03,,72.96,,22.08,0.15,,,,36.13,69.98,,,5.08,0.64,,10.66,89.44
DTL,W1,198.1,181.8,-2.6,-0.1,1899,-99,-2.984282144,56.6,168.52,,80.52,,,,,,,146.1,138.59,22.18,,79.39,,5.69,-0.13,,,,22.21,,,,5.13,-0.01,,,158.43,67.05,0.68,180,13.19,,,6.34,,0.3,,,44.77,,,81.28,,,0.51,,,180,,0,,84.91,,20.27,0.25,,,,39.95,79.46,,,11.6,0.54,,21.06,76.32
DTL,W1,215.8,195.5,-5.2,1.8,2217,-331,-8.491585126,61.8,155.51,,64.6,,,,-0.1,,,,135.23,25.18,,68.18,,22.52,-0.09,,,,18.52,,,,15.47,0.04,,,126.87,54.55,0.58,165.93,10.73,,,26.68,,0.22,,,11.48,,,68.54,,,0.22,,,168.52,,22.91,,65.13,,11.44,0.21,,,,36.19,70.09,,,0,0.52,,13.03,82.99
DTL,W1,190.2,173.6,2.8,1.5,1649,-72,-2.500107685,55.1,168.52,,83.29,,,,0.01,,,171.89,146.1,19.38,,84.12,,5.18,-0.06,,,,10.33,,,,5.69,-0.09,,,163.74,66.42,0.71,171.89,11.36,,,5.59,,0.27,,,43.95,,,83.02,,,0.33,,,158.43,,38.4,,89.53,,8.43,0.37,,,,37.59,83.09,,,11.36,0.41,,20.22,79.86
DTL,W1,219.8,201.8,-11.9,-5,1931,254,7.493555002,61.5,139.46,,73.03,,,,-0.12,,,145.08,120,23.57,,72.76,,14.47,-0.08,,,,23.96,,,,11.03,-0.14,,,160.05,71.34,0.65,163.74,18.43,,,0,,0.1,,,49.46,,,76.96,,,0,,,161.81,,41.59,,79.81,,12.57,0.14,,,,31.45,82.26,,,0,0.59,,2.74,86.5
DTL,I4,163.3,148,-3,0,3092,-243,-4.493633858,50,165.93,,50.73,,,,0.09,,,163.74,136.89,23.39,,60.16,,10.51,0.18,,,,28.07,,,,12.46,0.26,,,142.19,75.52,0.58,171.89,26.39,,,13.71,,0.3,,,123.37,,,66.32,,,0.28,,,171.89,,0,,62.76,,15.23,0.19,,,,50.65,62.57,,,5.92,0.61,,9.25,85.17
DTL,W1,209.7,192,-1,-4.2,2864,428,8.499458582,60.4,,,58.56,,,,,,,180,154.16,19.6,,78.73,,9.69,,,,,14.59,,,,4.69,,,,141.26,60.66,0.6,180,,,,0,,,,,142.19,,,83.62,,,,,,180,,44.12,,86.1,,15.94,,,,,54.23,83.57,,,18.41,,,20.46,69.99
DTL,W1,180.9,161.1,5.4,9.9,1361,-1310,-43.90612889,55.2,168.52,,82.87,,,,-0.12,,,180,155.51,17.58,,81.56,,5.33,-0.09,,,,18.35,,,,0,-0.12,,,148.21,68.9,0.68,180,10.51,,,6.62,,0.35,,,47.93,,,84.4,,,0.48,,,180,,45,,88.73,,14.12,0.29,,,,35.4,82.76,,,12.13,0.26,,21.22,79.23
DTL,I7,138.1,121.3,-10.6,-0.2,2605,-771,-16.48713588,44.9,152.87,,69.44,,,,0.11,,,160.05,137.73,26.69,,70.4,,9.34,0.24,,,,24.3,,,,10.59,0.3,,,129.79,90,0.63,171.89,17.53,,,10.43,,0.34,,,92.29,,,65.89,,,0.35,,,171.89,,19.54,,69.4,,29.83,0.24,,,,57.35,65.16,,,5.41,0.55,,17.23,79.96
DTL,W1,218.5,197.5,5,2,1676,-29,-0.99129583,62.1,158.43,,69.22,,,,0.17,,,,126.87,25.41,,80.02,,4.99,0.14,,,,13.25,,,,0,0.18,,,136.05,69.51,0.65,161.81,12.04,,,6.24,,0.26,,,0,,,78.3,,,0.26,,,171.89,,17.88,,80.28,,18.28,0.14,,,,47.61,78.4,,,5.72,0.48,,0,87.79
DTL,I7,128.4,119.8,-9.1,-2.9,6058,-158,-1.494004846,45.2,150.46,,64.58,,,,0.08,,,165.93,122.68,31.98,,68.13,,16.72,0.09,,,,29.53,,,,11.58,0.15,,,136.89,63.26,0.54,158.43,25.24,,,15.78,,0.15,,,68.9,,,67.93,,,0.01,,,171.89,,43.6,,62.51,,18.18,-0.04,,,,53.2,60.03,,,5.81,0.44,,12.09,79.82
DTL,W1,219.2,197.6,12.6,2.6,1752,45,1.47131468,62.5,156.93,,74.63,,,,0.01,,,141.26,120,16.9,,78.32,,5.07,0,,,,15.72,,,,0,0.07,,,138.59,78.46,0.7,158.43,10.02,,,0,,0.15,,,0,,,77.14,,,0.21,,,180,,72.55,,83.43,,20.67,0.1,,,,48.3,81.77,,,0,0.47,,0,89.06
DTL,W1,160.5,139.1,21.7,9.5,2559,-288,-6.421274102,48.4,,,76.59,,,,0.15,,,180,123.37,12.95,,77.38,,0,0.15,,,,19.98,,,,6.34,0.09,,,,58.67,0.57,171.89,20.51,,,6,,0.04,,,72.54,,,72.76,,,0.01,,,171.89,,11.59,,76.07,,0,0.17,,,,34.89,75.48,,,5.06,0.48,,3.42,83.67
DTL,W1,170.3,150,0,0,1653,-51,-1.767185783,51.8,165.93,,69.42,,,,-0.01,,,180,152.87,23.1,,72.33,,18.04,-0.04,,,,26.43,,,,18.02,-0.05,,,144.1,90.57,0.65,180,19.65,,,12.69,,0.02,,,16.26,,,77.01,,,0.15,,,168.52,,62.24,,81.1,,18.17,0.12,,,,42.73,76.78,,,5.52,0.53,,22.59,80.6
DTL,I6,141.7,131.6,-0.7,-1.8,4877,255,2.99305543,47.2,156.93,,62.9,,,,-0.01,,,,117.39,33.54,,65.04,,13.97,-0.01,,,,31.95,,,,12.48,0.01,,,,70.12,0.54,168.52,23.52,,,13.4,,0.17,,,40.54,,,65.82,,,0.08,,,171.89,,55.95,,68.78,,17.72,0.22,,,,52.18,77.58,,,4.27,0.74,,6.71,87.74
DTL,W1,178.3,163.9,4.5,-3.2,2225,680,16.99409435,52.8,168.52,,82.79,,,,,,,149.32,139.46,16.68,,80.24,,0,,,,,15.62,,,,0,-0.03,,,160.05,88.28,0.7,180,,,,0,,0.4,,,96.32,,,89.21,,,0.42,,,180,,63.43,,89.91,,33.33,0.29,,,,45,77.28,,,14.22,0.41,,28.89,74.36
DTL,W1,184.9,163,3,4,1353,-351,-14.54327253,55.3,163.74,,62.69,,,,-0.01,,,171.89,161.81,18.54,,69.14,,12.3,0.1,,,,20.48,,,,4.97,0.27,,,138.59,94.59,0.68,180,19.76,,,10.6,,0.27,,,102.71,,,75.86,,,0.35,,,180,,7.77,,73.44,,22.56,0.22,,,,42.53,72.09,,,5.24,0.87,,8.68,89.13
DTL,I7,146.7,135.9,-28.5,-6.2,3393,-1005,-16.4991867,47.3,155.51,,62.41,,,,0.09,,,180,125.45,33.52,,67,,16.77,0.06,,,,28.15,,,,10.44,0.13,,,140.35,78.46,0.47,165.93,18.28,,,6.58,,0.13,,,27.13,,,67.02,,,0.14,,,168.52,,18.43,,66.59,,18.67,-0.02,,,,50.19,63.13,,,5.57,0.36,,21.14,79.97
DTL,W1,159.3,141.4,-40.1,-14.1,2248,-104,-2.648805759,49.7,171.89,,81.88,,,,,,,,126.16,26.73,,80.84,,6.48,-0.04,,,,21.25,,,,6.68,0.08,,,158.43,77.88,0.6,180,15.26,,,6.77,,0.36,,,47.16,,,83.7,,,0.44,,,168.52,,81.09,,86,,22.61,0.42,,,,42.31,82.62,,,5.7,0.56,,26.93,80.3
DTL,W1,189.4,169.9,0.2,0.6,1775,-14,-0.451901003,55.5,149.32,,70.4,,,,0.15,,,168.52,132.84,20.77,,76.56,,10.59,0.27,,,,19.22,,,,9.66,0.48,,,115.47,78.46,0.71,152.87,11.21,,,11.31,,0.49,,,74.34,,,77.53,,,0.27,,,163.74,,58.17,,75.44,,19.89,0.21,,,,54.32,70.07,,,5.18,0.5,,13.96,81.88
DTL,W1,161.7,139.6,0.6,7.1,1484,-1179,-38.46624217,51.9,171.89,,80.21,,,,-0.15,,,168.52,145.08,21.09,,80.17,,5.29,-0.14,,,,15.52,,,,0,0.08,,,142.19,70.12,0.72,180,14.04,,,10.43,,0.42,,,59.34,,,82.9,,,0.44,,,171.89,,43.67,,83.52,,17.72,0.53,,,,30.07,81.1,,,11.31,0.75,,20.03,79.28
DTL,W1,222.1,200.8,-23.4,-0.9,1683,-596,-19.50055789,63.3,149.32,,67.8,,,,0.15,,,,103.3,23.89,,75.18,,11.23,0.18,,,,18.24,,,,0,0.28,,,136.89,90,0.68,161.81,6.79,,,12.26,,0.36,,,43.11,,,76.72,,,0.45,,,168.52,,0,,81.62,,33.22,0.36,,,,47.39,74,,,0,0.59,,8.72,77.13
DTL,W1,129.5,112.7,-4.2,3.1,2383,-1061,-24.00040218,43.2,160.05,,67.86,,,,0.01,,,180,129.05,3.92,,66.58,,10.78,0.08,,,,12.56,,,,8.91,0.21,,,165.93,74.34,0.67,180,,,,5.67,,0.3,,,75.52,,,75.44,,,0.31,,,144.1,,37.3,,81.94,,11.16,0.55,,,,20.29,89.43,,,5.21,0.79,,0,84.62
DTL,W1,221.1,202,-4,3,1551,-459,-16.48549298,60.4,171.89,,69.73,,,,0.16,,,160.05,103.3,17.28,,74.41,,18.84,0.16,,,,20.51,,,,12.17,0.3,,,163.74,95.74,0.6,180,18.43,,,7.68,,0.13,,,78.46,,,86.36,,,0.3,,,180,,33.18,,80.64,,17.42,0.3,,,,28.3,76.34,,,14.59,0.24,,37.48,78.46
DTL,W1,214.2,195.6,-2.6,-2.5,1688,237,7.992246683,60.5,156.93,,76.29,,,,,,,,105.66,18.58,,78.31,,4.31,-0.12,,,,16.35,,,,4.86,0.04,,,149.32,77.88,0.71,171.89,8.03,,,5.92,,0.3,,,70.73,,,81.93,,,0.09,,,171.89,,28.64,,80.06,,4.96,0.36,,,,15.91,88.38,,,5.16,0.78,,3.75,85.39
DTL,I8,148.6,140.7,-3.2,3.5,6337,-1003,-8.993982769,50.7,168.52,,62.62,,,,0.11,,,,143.13,36.16,,68.2,,19.03,0.13,,,,36.21,,,,18.51,0.19,,,,82.53,0.4,180,23.67,,,15.02,,0.16,,,40.54,,,71.76,,,0.13,,,180,,,,69.12,,10.27,0.16,,,,45,67.88,,,0,0.55,,33.5,82.88
DTL,W1,232.3,216,2,2,2478,-238,-5.486156425,64.2,171.89,,69.08,,,,0.11,,,171.89,156.93,18.57,,74.76,,5.58,0.17,,,,23.32,,,,8.3,0.08,,,161.81,,,148.21,4.18,,,12.29,,0.17,,,25.84,,,75.91,,,0.33,,,171.89,,45,,78.71,,8.76,0.32,,,,6.93,81.44,,,,,,,
DTL,W1,187.6,175,-0.3,1.6,3938,-171,-2.486395956,56,156.93,,70.58,,,,-0.1,,,168.52,116.1,16.41,,72.84,,4.81,0.05,,,,15.69,,,,11.73,0.19,,,136.89,63.9,0.65,168.52,19.87,,,0,,0.3,,,79.63,,,75.9,,,0.22,,,163.74,,69.89,,83.33,,,0.17,,,,54.3,73.62,,,5.48,0.51,,11.45,74.74
DTL,W1,194.2,180.3,0.2,-0.6,2079,108,2.973731082,55.9,168.52,,,,,,,,,156.93,138.59,14.68,,85.27,,5.73,,,,,12.72,,,,5.33,-0.09,,,139.46,39.65,0.66,180,14.11,,,0,,0.22,,,42.27,,,85.06,,,0.49,,,168.52,,0,,88.04,,13.92,0.42,,,,28.07,87.79,,,6.07,0.74,,6.14,83.04
DTL,W1,170.3,150.3,-1.7,-4.2,2190,475,12.23761676,52.5,163.74,,73.11,,,,0,,,155.51,123.37,22.91,,73.11,,5.38,0.13,,,,18.61,,,,5.41,0.2,,,126.87,76.7,0.65,161.81,11.85,,,12.22,,0.28,,,68.9,,,74.51,,,0.32,,,171.89,,25.51,,78.07,,26.76,0.12,,,,47.37,71.41,,,6.07,0.67,,12.07,79.09
DTL,W1,209.1,190,2,-1,1728,209,6.896373392,59.7,168.52,,67.54,,,,0.33,,,,122.01,22.56,,73.4,,20.28,0.28,,,,18.31,,,,12.57,0.41,,,126.16,55.25,0.55,160.05,7.07,,,13.92,,0.44,,,65.8,,,78.93,,,,,,,,,,,,,,,,,,,,,,,,,
DTL,W1,153.6,134.1,-25,-11.7,2460,304,7.044738087,49.9,,,81.4,,,,-0.13,,,,118.69,26.73,,80.33,,11.39,-0.03,,,,17.31,,,,12.43,0.14,,,152.87,83.11,0.6,180,17.6,,,6.88,,0.47,,,80.21,,,84.92,,,0.38,,,165.93,,78.31,,83.97,,14.31,0.49,,,,42.21,83.07,,,5.71,0.79,,21.88,81.54
DTL,W3,218.3,201,-3.5,-0.2,2677,-93,-1.989677026,61.5,160.05,,73.2,,,,-0.16,,,180,140.35,22.29,,70.98,,14.21,-0.12,,,,22.8,,,,4.99,0.08,,,133.63,73.74,0.7,163.74,19.56,,,7.74,,0.21,,,25.84,,,74.51,,,0.14,,,171.89,,51.6,,76.59,,9.68,0.28,,,,33.77,78.61,,,0,0.81,,6.93,89.98
